locus_tag	ftype	length_bp	gene	EC_number	COG	product
FJOBDCKL_01097	CDS	819	nqrC	1.6.5.8	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
FJOBDCKL_01098	CDS	669	nqrD	1.6.5.8	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
FJOBDCKL_01099	CDS	618	nqrE	1.6.5.8	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
FJOBDCKL_01100	CDS	1233	nqrF	1.6.5.8	COG2871	Na(+)-translocating NADH-quinone reductase subunit F
FJOBDCKL_01101	CDS	255				hypothetical protein
FJOBDCKL_01102	CDS	435				hypothetical protein
FJOBDCKL_01103	CDS	975				hypothetical protein
FJOBDCKL_01104	CDS	396				hypothetical protein
FJOBDCKL_01105	CDS	1059	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
FJOBDCKL_01106	CDS	480	lptE			LPS-assembly lipoprotein LptE
FJOBDCKL_01107	CDS	2595	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
FJOBDCKL_01108	CDS	519				hypothetical protein
FJOBDCKL_01109	CDS	336				hypothetical protein
FJOBDCKL_01110	CDS	195				hypothetical protein
FJOBDCKL_01111	CDS	1329				hypothetical protein
FJOBDCKL_01112	CDS	906	cynR_2			HTH-type transcriptional regulator CynR
FJOBDCKL_01113	CDS	1452	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
FJOBDCKL_01114	CDS	654	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
FJOBDCKL_01115	CDS	1080	leuB_1	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
FJOBDCKL_01116	CDS	1113	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
FJOBDCKL_01117	CDS	2772				hypothetical protein
FJOBDCKL_01118	CDS	921	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
FJOBDCKL_01119	CDS	633	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
FJOBDCKL_01120	CDS	1239	trpB_1	4.2.1.20	COG0133	Tryptophan synthase beta chain
FJOBDCKL_01121	CDS	828	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
FJOBDCKL_01122	CDS	1044	accD	6.4.1.2	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
FJOBDCKL_01123	CDS	1305	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
FJOBDCKL_01124	CDS	675	dedD			Cell division protein DedD
FJOBDCKL_01125	CDS	582	cvpA		COG1286	Colicin V production protein
FJOBDCKL_01126	CDS	1521	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
FJOBDCKL_01127	CDS	1212	metZ	2.5.1.-	COG0626	O-succinylhomoserine sulfhydrylase
FJOBDCKL_01128	CDS	552	yceJ_1		COG3038	Cytochrome b561 
FJOBDCKL_01129	CDS	585	yceI		COG2353	Protein YceI
FJOBDCKL_01130	CDS	615				hypothetical protein
FJOBDCKL_01131	CDS	438				hypothetical protein
FJOBDCKL_01132	CDS	468				hypothetical protein
FJOBDCKL_01133	CDS	870	sdcS_1		COG0471	Sodium-dependent dicarboxylate transporter SdcS
FJOBDCKL_01134	CDS	318	sdcS_2		COG0471	Sodium-dependent dicarboxylate transporter SdcS
FJOBDCKL_01135	CDS	954	ctaB	2.5.1.-	COG0109	Protoheme IX farnesyltransferase
FJOBDCKL_01136	CDS	1068	ctaA	1.3.-.-		Heme A synthase
FJOBDCKL_01137	CDS	564				hypothetical protein
FJOBDCKL_01138	CDS	639				hypothetical protein
FJOBDCKL_01139	CDS	192				hypothetical protein
FJOBDCKL_01140	CDS	858	ctaE_1	1.9.3.1	COG1845	Cytochrome c oxidase subunit 3
FJOBDCKL_01141	CDS	600	ctaG		COG3175	Cytochrome c oxidase assembly protein CtaG
FJOBDCKL_01142	CDS	1635	ctaD	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
FJOBDCKL_01143	CDS	1119				hypothetical protein
FJOBDCKL_01144	CDS	174				hypothetical protein
FJOBDCKL_01145	CDS	330				hypothetical protein
FJOBDCKL_01146	CDS	735	yohK_1		COG1346	Inner membrane protein YohK
FJOBDCKL_01147	CDS	360				hypothetical protein
FJOBDCKL_01148	CDS	267	ybiI		COG1734	putative protein YbiI
FJOBDCKL_01149	tRNA	77				tRNA-Pro(ggg)
FJOBDCKL_01150	CDS	390				hypothetical protein
FJOBDCKL_01151	CDS	363				hypothetical protein
FJOBDCKL_01152	CDS	1080				hypothetical protein
FJOBDCKL_01153	CDS	816				hypothetical protein
FJOBDCKL_01154	CDS	837				hypothetical protein
FJOBDCKL_01155	CDS	189				hypothetical protein
FJOBDCKL_01156	CDS	279				hypothetical protein
FJOBDCKL_01157	CDS	228				hypothetical protein
FJOBDCKL_01158	CDS	804				hypothetical protein
FJOBDCKL_01159	CDS	1527				hypothetical protein
FJOBDCKL_01160	CDS	3471	rapA_1	3.6.4.-		RNA polymerase-associated protein RapA
FJOBDCKL_01161	CDS	1215				hypothetical protein
FJOBDCKL_01162	CDS	402				hypothetical protein
FJOBDCKL_01163	CDS	405				hypothetical protein
FJOBDCKL_01164	CDS	1455				hypothetical protein
FJOBDCKL_01165	CDS	891				hypothetical protein
FJOBDCKL_01166	CDS	1236				hypothetical protein
FJOBDCKL_01167	CDS	657				hypothetical protein
FJOBDCKL_01168	CDS	3678				hypothetical protein
FJOBDCKL_01169	CDS	102				hypothetical protein
FJOBDCKL_01170	CDS	966	htpX_1	3.4.24.-		Protease HtpX
FJOBDCKL_01171	CDS	468				hypothetical protein
FJOBDCKL_01172	CDS	849	nfo	3.1.21.2	COG0648	Endonuclease 4
FJOBDCKL_01173	CDS	489				hypothetical protein
FJOBDCKL_01174	CDS	1125				IS200/IS605 family transposase ISPa18
FJOBDCKL_01175	CDS	996			COG1638	Solute-binding protein
FJOBDCKL_01176	CDS	531				hypothetical protein
FJOBDCKL_01177	CDS	1260	dctM_3		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
FJOBDCKL_01178	CDS	213				hypothetical protein
FJOBDCKL_01179	CDS	1101	rluF_2	5.4.99.21	COG1187	23S rRNA pseudouridine(2604) synthase
FJOBDCKL_01180	CDS	459				hypothetical protein
FJOBDCKL_01181	CDS	2718	ctpF	3.6.3.-		putative cation-transporting ATPase F
FJOBDCKL_01182	CDS	2565				hypothetical protein
FJOBDCKL_01183	CDS	1338				hypothetical protein
FJOBDCKL_01184	CDS	2430				hypothetical protein
FJOBDCKL_01185	CDS	672	rutR		COG1309	HTH-type transcriptional regulator RutR
FJOBDCKL_01186	CDS	1497				hypothetical protein
FJOBDCKL_01187	CDS	2502	xdhA	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
FJOBDCKL_01188	CDS	846				hypothetical protein
FJOBDCKL_01189	CDS	1320	guaD	3.5.4.3	COG0402	Guanine deaminase
FJOBDCKL_01190	CDS	477	adeP_2		COG2252	Adenine permease AdeP
FJOBDCKL_01191	CDS	600	yedZ			Sulfoxide reductase heme-binding subunit YedZ
FJOBDCKL_01192	CDS	966	msrP_1	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
FJOBDCKL_01193	CDS	990	ccp	1.11.1.5	COG1858	Cytochrome c551 peroxidase
FJOBDCKL_01194	CDS	993		3.5.4.2	COG1816	Adenine deaminase
FJOBDCKL_01195	CDS	1980				hypothetical protein
FJOBDCKL_01196	CDS	1728			COG1132	putative ABC transporter ATP-binding protein
FJOBDCKL_01197	CDS	1674	cydD		COG4988	ATP-binding/permease protein CydD
FJOBDCKL_01198	CDS	1002	appB	1.10.3.10	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
FJOBDCKL_01199	CDS	1413				hypothetical protein
FJOBDCKL_01200	CDS	984	yrbG_2		COG0530	Inner membrane protein YrbG
FJOBDCKL_01201	CDS	1518	pqiA		COG2995	Paraquat-inducible protein A
FJOBDCKL_01202	CDS	1680	pqiB		COG3008	Paraquat-inducible protein B
FJOBDCKL_01203	CDS	606				hypothetical protein
FJOBDCKL_01204	CDS	1323	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
FJOBDCKL_01205	CDS	558				hypothetical protein
FJOBDCKL_01206	CDS	1209	yycB		COG2807	putative transporter YycB
FJOBDCKL_01207	CDS	732			COG1136	putative ABC transporter ATP-binding protein
FJOBDCKL_01208	CDS	1179				hypothetical protein
FJOBDCKL_01209	CDS	348				hypothetical protein
FJOBDCKL_01210	CDS	1212				hypothetical protein
FJOBDCKL_01211	CDS	1059	ansA	3.5.1.1	COG0252	L-asparaginase 1
FJOBDCKL_01212	CDS	237				hypothetical protein
FJOBDCKL_01213	CDS	615				hypothetical protein
FJOBDCKL_01214	CDS	1425				hypothetical protein
FJOBDCKL_01215	CDS	303				hypothetical protein
FJOBDCKL_01216	CDS	270				hypothetical protein
FJOBDCKL_01217	CDS	810	rhaR_1			HTH-type transcriptional activator RhaR
FJOBDCKL_01218	CDS	381				hypothetical protein
FJOBDCKL_01219	CDS	1677	rpsA		COG0539	30S ribosomal protein S1
FJOBDCKL_01220	CDS	699	cmk	2.7.4.25	COG0283	Cytidylate kinase
FJOBDCKL_01221	CDS	2295	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
FJOBDCKL_01222	CDS	1092	pheA		COG0077	P-protein
FJOBDCKL_01223	CDS	1149	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
FJOBDCKL_01224	CDS	2679	gyrA	5.99.1.3	COG0188	DNA gyrase subunit A
FJOBDCKL_01225	CDS	420	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
FJOBDCKL_01226	CDS	924	rdgC		COG2974	Recombination-associated protein RdgC
FJOBDCKL_01227	CDS	1215				hypothetical protein
FJOBDCKL_01228	CDS	717				hypothetical protein
FJOBDCKL_01229	CDS	1920				hypothetical protein
FJOBDCKL_01230	CDS	339				hypothetical protein
FJOBDCKL_01231	CDS	2331				hypothetical protein
FJOBDCKL_01232	CDS	648				hypothetical protein
FJOBDCKL_01233	CDS	387				hypothetical protein
FJOBDCKL_01234	CDS	804	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase
FJOBDCKL_01235	CDS	795	phnE_3		COG3639	Phosphate-import permease protein PhnE
FJOBDCKL_01236	CDS	1026				hypothetical protein
FJOBDCKL_01237	CDS	825	phnC_2	3.6.3.27	COG3638	Phosphate-import ATP-binding protein PhnC
FJOBDCKL_01238	CDS	1038				IS110 family transposase ISCARN80
FJOBDCKL_01239	CDS	993			COG2826	IS30 family transposase ISAeca1
FJOBDCKL_01240	CDS	735				hypothetical protein
FJOBDCKL_01241	CDS	390				hypothetical protein
FJOBDCKL_01242	CDS	621	rhtB_3		COG1280	Homoserine/homoserine lactone efflux protein
FJOBDCKL_01243	CDS	618	rhtB_4		COG1280	Homoserine/homoserine lactone efflux protein
FJOBDCKL_01244	CDS	129				hypothetical protein
FJOBDCKL_01245	CDS	300				hypothetical protein
FJOBDCKL_01246	CDS	480				hypothetical protein
FJOBDCKL_01247	CDS	798	thiD_1	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
FJOBDCKL_01248	CDS	294				IS3 family transposase ISPa133
FJOBDCKL_01249	CDS	726				IS3 family transposase ISPa133
FJOBDCKL_01250	CDS	528	sutR		COG1396	HTH-type transcriptional regulator SutR
FJOBDCKL_01251	CDS	732	ygaZ_2		COG1296	Inner membrane protein YgaZ
FJOBDCKL_01252	CDS	336				hypothetical protein
FJOBDCKL_01253	CDS	819	rhaS_1			HTH-type transcriptional activator RhaS
FJOBDCKL_01254	CDS	594				hypothetical protein
FJOBDCKL_01255	CDS	888	phzF	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
FJOBDCKL_01256	CDS	660				hypothetical protein
FJOBDCKL_01257	CDS	216				hypothetical protein
FJOBDCKL_01258	CDS	933	kce_1	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
FJOBDCKL_01259	CDS	957	lcdH_1	1.1.1.108		L-carnitine dehydrogenase
FJOBDCKL_01260	CDS	462	lcdH_2	1.1.1.108		L-carnitine dehydrogenase
FJOBDCKL_01261	CDS	1446	opuD		COG1292	Glycine betaine transporter OpuD
FJOBDCKL_01262	CDS	861	aes	3.1.1.-		Acetyl esterase
FJOBDCKL_01263	CDS	1380	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
FJOBDCKL_01264	CDS	867	purU_2	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
FJOBDCKL_01265	CDS	651	soxG	1.5.3.1		Sarcosine oxidase subunit gamma
FJOBDCKL_01266	CDS	3039	soxA	1.5.3.1		Sarcosine oxidase subunit alpha
FJOBDCKL_01267	CDS	375				hypothetical protein
FJOBDCKL_01268	CDS	1251	soxB	1.5.3.1		Sarcosine oxidase subunit beta
FJOBDCKL_01269	CDS	1302	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
FJOBDCKL_01270	CDS	1515	mleN		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
FJOBDCKL_01271	CDS	1077	cdhR_4		COG4977	HTH-type transcriptional regulator CdhR
FJOBDCKL_01272	CDS	885	opuE_1		COG0591	Osmoregulated proline transporter OpuE
FJOBDCKL_01273	CDS	1152				IS200/IS605 family transposase ISPa18
FJOBDCKL_01274	CDS	711	putP		COG0591	Sodium/proline symporter
FJOBDCKL_01275	CDS	864	cysL_2		COG0583	HTH-type transcriptional regulator CysL
FJOBDCKL_01276	CDS	1689	betL		COG1292	Glycine betaine transporter BetL
FJOBDCKL_01277	CDS	759	crnA	3.5.2.10		Creatinine amidohydrolase
FJOBDCKL_01278	CDS	1209		3.5.3.3		Creatinase
FJOBDCKL_01279	CDS	978	cdhR_5		COG4977	HTH-type transcriptional regulator CdhR
FJOBDCKL_01280	CDS	744				hypothetical protein
FJOBDCKL_01281	CDS	1251	moeA_3	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
FJOBDCKL_01282	CDS	606	moaB_2		COG0521	Molybdenum cofactor biosynthesis protein B
FJOBDCKL_01283	CDS	825	surA_1	5.2.1.8		Chaperone SurA
FJOBDCKL_01284	CDS	678	narI	1.7.99.4	COG2181	Respiratory nitrate reductase 1 gamma chain
FJOBDCKL_01285	CDS	771	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
FJOBDCKL_01286	CDS	1584	narY	1.7.99.4	COG1140	Respiratory nitrate reductase 2 beta chain
FJOBDCKL_01287	CDS	3777	narG	1.7.99.4	COG5013	Respiratory nitrate reductase 1 alpha chain
FJOBDCKL_01288	CDS	1278	narT_1		COG2223	putative nitrate transporter NarT
FJOBDCKL_01289	CDS	1935	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
FJOBDCKL_01290	CDS	666	narL		COG2197	Nitrate/nitrite response regulator protein NarL
FJOBDCKL_01291	CDS	1593	narK		COG2223	Nitrate/nitrite transporter NarK
FJOBDCKL_01292	CDS	1314	narT_2		COG2223	putative nitrate transporter NarT
FJOBDCKL_01293	CDS	462				hypothetical protein
FJOBDCKL_01294	CDS	570	ctaE_2	1.9.3.1	COG1845	putative cytochrome c oxidase subunit 3
FJOBDCKL_01295	CDS	291				hypothetical protein
FJOBDCKL_01296	CDS	219				hypothetical protein
FJOBDCKL_01297	CDS	1947				hypothetical protein
FJOBDCKL_01298	CDS	813	nirQ		COG0714	Denitrification regulatory protein NirQ
FJOBDCKL_01299	CDS	1356	norB_1	1.7.2.5		Nitric oxide reductase subunit B
FJOBDCKL_01300	CDS	453	norC		COG2010	Nitric oxide reductase subunit C
FJOBDCKL_01301	CDS	765	glnQ_2			Glutamine transport ATP-binding protein GlnQ
FJOBDCKL_01302	CDS	1110	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
FJOBDCKL_01303	CDS	588				hypothetical protein
FJOBDCKL_01304	CDS	1029	yhdW			Putative amino-acid ABC transporter-binding protein YhdW
FJOBDCKL_01305	CDS	318				hypothetical protein
FJOBDCKL_01306	CDS	387	ychQ		COG3094	Protein YchQ
FJOBDCKL_01307	CDS	1212				hypothetical protein
FJOBDCKL_01308	CDS	1560	nirS_1	1.7.2.1	COG2010	Nitrite reductase
FJOBDCKL_01309	CDS	837	cysG_2		COG0007	Siroheme synthase
FJOBDCKL_01310	CDS	1218	mftC	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
FJOBDCKL_01311	CDS	600				hypothetical protein
FJOBDCKL_01312	CDS	459				hypothetical protein
FJOBDCKL_01313	CDS	543				hypothetical protein
FJOBDCKL_01314	CDS	516				hypothetical protein
FJOBDCKL_01315	CDS	1731	nirS_2	1.7.2.1	COG2010	Nitrite reductase
FJOBDCKL_01316	CDS	342				hypothetical protein
FJOBDCKL_01317	CDS	1203				hypothetical protein
FJOBDCKL_01318	CDS	1158	yjiB	1.14.-.-	COG2124	Putative cytochrome P450 YjiB
FJOBDCKL_01319	CDS	414				hypothetical protein
FJOBDCKL_01320	CDS	567				hypothetical protein
FJOBDCKL_01321	CDS	1170	hmp_1	1.14.12.17		Flavohemoprotein
FJOBDCKL_01322	CDS	708	sdhB_1	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
FJOBDCKL_01323	CDS	3114	mdtB			Multidrug resistance protein MdtB
FJOBDCKL_01324	CDS	1404	mdtA_2			Multidrug resistance protein MdtA
FJOBDCKL_01325	CDS	618	slmA_1		COG1309	Nucleoid occlusion factor SlmA
FJOBDCKL_01326	CDS	1203	mgl	4.4.1.11	COG0626	L-methionine gamma-lyase
FJOBDCKL_01327	CDS	1056				hypothetical protein
FJOBDCKL_01328	CDS	1524	norR2		COG3604	Nitric oxide reductase transcription regulator NorR2
FJOBDCKL_01329	CDS	657	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
FJOBDCKL_01330	CDS	621				hypothetical protein
FJOBDCKL_01331	CDS	996	yhbU	3.4.-.-	COG0826	putative protease YhbU
FJOBDCKL_01332	CDS	921				hypothetical protein
FJOBDCKL_01333	CDS	741	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
FJOBDCKL_01334	CDS	642				hypothetical protein
FJOBDCKL_01335	CDS	2238	icd_1	1.1.1.42	COG2838	Isocitrate dehydrogenase [NADP]
FJOBDCKL_01336	CDS	642	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
FJOBDCKL_01337	CDS	450	nudJ	3.6.1.-		Phosphatase NudJ
FJOBDCKL_01338	CDS	1113	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
FJOBDCKL_01339	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
FJOBDCKL_01340	CDS	1389	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
FJOBDCKL_01341	CDS	1176	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
FJOBDCKL_01342	CDS	438		2.3.1.-		Acetyltransferase
FJOBDCKL_01343	CDS	1593		4.1.3.1	COG2224	Isocitrate lyase
FJOBDCKL_01344	CDS	477	slyB		COG3133	Outer membrane lipoprotein SlyB
FJOBDCKL_01345	CDS	282				hypothetical protein
FJOBDCKL_01346	CDS	483	slyD_2	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
FJOBDCKL_01347	CDS	1194	ynfM			Inner membrane transport protein YnfM
FJOBDCKL_01348	CDS	630	mepS	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
FJOBDCKL_01349	CDS	2466				hypothetical protein
FJOBDCKL_01350	CDS	1446	davD_2	1.2.1.20	COG1012	Glutarate-semialdehyde dehydrogenase DavD
FJOBDCKL_01351	CDS	1293	davT	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
FJOBDCKL_01352	CDS	597				hypothetical protein
FJOBDCKL_01353	CDS	1332				hypothetical protein
FJOBDCKL_01354	CDS	381				hypothetical protein
FJOBDCKL_01355	CDS	999	adhA	1.1.1.1	COG1064	putative alcohol dehydrogenase AdhA
FJOBDCKL_01356	CDS	852				hypothetical protein
FJOBDCKL_01357	CDS	285				hypothetical protein
FJOBDCKL_01358	CDS	855	glpG	3.4.21.105	COG0705	Rhomboid protease GlpG
FJOBDCKL_01359	CDS	1005				hypothetical protein
FJOBDCKL_01360	CDS	918	nadK	2.7.1.23	COG0061	NAD kinase
FJOBDCKL_01361	CDS	870				hypothetical protein
FJOBDCKL_01362	CDS	510				hypothetical protein
FJOBDCKL_01363	CDS	408	hrp1			Hypoxic response protein 1
FJOBDCKL_01364	tRNA	74				tRNA-Gly(ccc)
FJOBDCKL_01365	CDS	1263	intS		COG0582	Prophage integrase IntS
FJOBDCKL_01366	CDS	219				hypothetical protein
FJOBDCKL_01367	CDS	444				hypothetical protein
FJOBDCKL_01368	CDS	501				hypothetical protein
FJOBDCKL_01369	CDS	333				hypothetical protein
FJOBDCKL_01370	CDS	123				hypothetical protein
FJOBDCKL_01371	CDS	807				hypothetical protein
FJOBDCKL_01372	CDS	183				hypothetical protein
FJOBDCKL_01373	CDS	273				hypothetical protein
FJOBDCKL_01374	CDS	210				hypothetical protein
FJOBDCKL_01375	CDS	669				hypothetical protein
FJOBDCKL_01376	CDS	306				hypothetical protein
FJOBDCKL_01377	CDS	489				hypothetical protein
FJOBDCKL_01378	CDS	120				hypothetical protein
FJOBDCKL_01379	CDS	906				hypothetical protein
FJOBDCKL_01380	CDS	294				hypothetical protein
FJOBDCKL_01381	CDS	648				hypothetical protein
FJOBDCKL_01382	CDS	228				hypothetical protein
FJOBDCKL_01383	CDS	912	benM_1			HTH-type transcriptional regulator BenM
FJOBDCKL_01384	CDS	1971				hypothetical protein
FJOBDCKL_01385	CDS	735	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
FJOBDCKL_01386	CDS	924	kce_2	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
FJOBDCKL_01387	CDS	1302				hypothetical protein
FJOBDCKL_01388	CDS	945	lcdH_3	1.1.1.108		L-carnitine dehydrogenase
FJOBDCKL_01389	CDS	432		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
FJOBDCKL_01390	CDS	960				hypothetical protein
FJOBDCKL_01391	CDS	660				hypothetical protein
FJOBDCKL_01392	CDS	723	kdgR		COG1414	Transcriptional regulator KdgR
FJOBDCKL_01393	CDS	1431		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
FJOBDCKL_01394	CDS	999			COG1638	putative protein
FJOBDCKL_01395	CDS	492				hypothetical protein
FJOBDCKL_01396	CDS	1281	dctM_4		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
FJOBDCKL_01397	CDS	897	bphJ	1.2.1.10	COG4569	Acetaldehyde dehydrogenase 4
FJOBDCKL_01398	CDS	1020	bphI	4.1.3.39	COG0119	4-hydroxy-2-oxovalerate aldolase 4
FJOBDCKL_01399	CDS	342				hypothetical protein
FJOBDCKL_01400	CDS	786				hypothetical protein
FJOBDCKL_01401	CDS	1275	umuC_1		COG0389	Protein UmuC
FJOBDCKL_01402	CDS	459	umuD_1	3.4.21.-	COG1974	Protein UmuD
FJOBDCKL_01403	CDS	1380				IS1380 family transposase ISPsp9
FJOBDCKL_01404	CDS	369				hypothetical protein
FJOBDCKL_01405	CDS	660	yedK_1	3.4.-.-	COG2135	Putative SOS response-associated peptidase YedK
FJOBDCKL_01406	CDS	483				hypothetical protein
FJOBDCKL_01407	CDS	939				hypothetical protein
FJOBDCKL_01408	CDS	1002				hypothetical protein
FJOBDCKL_01409	CDS	2637				hypothetical protein
FJOBDCKL_01410	CDS	1641				hypothetical protein
FJOBDCKL_01411	CDS	576				hypothetical protein
FJOBDCKL_01412	CDS	1125				hypothetical protein
FJOBDCKL_01413	CDS	387				hypothetical protein
FJOBDCKL_01414	CDS	942				hypothetical protein
FJOBDCKL_01415	CDS	633				hypothetical protein
FJOBDCKL_01416	CDS	276				hypothetical protein
FJOBDCKL_01417	CDS	504				hypothetical protein
FJOBDCKL_01418	CDS	318				hypothetical protein
FJOBDCKL_01419	CDS	1005				hypothetical protein
FJOBDCKL_01420	CDS	192				hypothetical protein
FJOBDCKL_01421	CDS	429				hypothetical protein
FJOBDCKL_01422	CDS	375				hypothetical protein
FJOBDCKL_01423	CDS	828	rhaR_2			HTH-type transcriptional activator RhaR
FJOBDCKL_01424	CDS	1491	opuE_2		COG0591	Osmoregulated proline transporter OpuE
FJOBDCKL_01425	CDS	3666	putA		COG0506	Bifunctional protein PutA
FJOBDCKL_01426	CDS	282				hypothetical protein
FJOBDCKL_01427	CDS	627	ompW_1		COG3047	Outer membrane protein W
FJOBDCKL_01428	CDS	333	yqcC		COG3098	putative protein YqcC
FJOBDCKL_01429	CDS	1020				hypothetical protein
FJOBDCKL_01430	CDS	447				hypothetical protein
FJOBDCKL_01431	CDS	909	rimK_1	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
FJOBDCKL_01432	CDS	450				hypothetical protein
FJOBDCKL_01433	CDS	729				hypothetical protein
FJOBDCKL_01434	CDS	573				hypothetical protein
FJOBDCKL_01435	CDS	1257	sufS	2.8.1.7	COG0520	Cysteine desulfurase
FJOBDCKL_01436	CDS	1362	sufD		COG0719	FeS cluster assembly protein SufD
FJOBDCKL_01437	CDS	753	sufC		COG0396	putative ATP-dependent transporter SufC
FJOBDCKL_01438	CDS	1443	sufB		COG0719	FeS cluster assembly protein SufB
FJOBDCKL_01439	CDS	465	cymR			HTH-type transcriptional regulator CymR
FJOBDCKL_01440	CDS	339				hypothetical protein
FJOBDCKL_01441	CDS	909				hypothetical protein
FJOBDCKL_01442	CDS	1107	hdaH	3.5.1.-		Histone deacetylase-like amidohydrolase
FJOBDCKL_01443	CDS	534	gloA_2	4.4.1.5		Lactoylglutathione lyase
FJOBDCKL_01444	CDS	1584	fdhL	1.1.99.11		Fructose dehydrogenase large subunit
FJOBDCKL_01445	CDS	207				hypothetical protein
FJOBDCKL_01446	CDS	1236				hypothetical protein
FJOBDCKL_01447	CDS	597	lemA_2		COG1704	Protein LemA
FJOBDCKL_01448	CDS	1599	kefC		COG0475	Glutathione-regulated potassium-efflux system protein KefC
FJOBDCKL_01449	CDS	288				hypothetical protein
FJOBDCKL_01450	CDS	2631	pepN	3.4.11.2	COG0308	Aminopeptidase N
FJOBDCKL_01451	CDS	372	ybaN		COG2832	Inner membrane protein YbaN
FJOBDCKL_01452	CDS	486				hypothetical protein
FJOBDCKL_01453	CDS	495	ypeA	2.3.1.-		Acetyltransferase YpeA
FJOBDCKL_01454	CDS	1497	rimK_2	6.3.2.-		Ribosomal protein S6--L-glutamate ligase
FJOBDCKL_01455	CDS	600	btuR_2	2.5.1.17	COG2109	Cob(I)yrinic acid a,c-diamide adenosyltransferase
FJOBDCKL_01456	CDS	1296	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
FJOBDCKL_01457	CDS	1176	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
FJOBDCKL_01458	CDS	885	hflC		COG0330	Modulator of FtsH protease HflC
FJOBDCKL_01459	CDS	1233	hflK		COG0330	Modulator of FtsH protease HflK
FJOBDCKL_01460	CDS	1323	hflX		COG2262	GTPase HflX
FJOBDCKL_01461	CDS	249	hfq			RNA-binding protein Hfq
